date,county,state,fips,county2,cases,deaths
2020-07-27,Menominee,Wisconsin,55,78,17,0
2020-07-27,Milwaukee,Wisconsin,55,79,18302,427
2020-07-27,Monroe,Wisconsin,55,81,181,1
2020-07-27,Oconto,Wisconsin,55,83,143,0
2020-07-27,Oneida,Wisconsin,55,85,69,0
2020-07-27,Outagamie,Wisconsin,55,87,975,12
2020-07-27,Ozaukee,Wisconsin,55,89,496,17
2020-07-27,Pepin,Wisconsin,55,91,39,0
2020-07-27,Pierce,Wisconsin,55,93,148,0
2020-07-27,Polk,Wisconsin,55,95,98,2
2020-07-27,Portage,Wisconsin,55,97,322,0
2020-07-27,Price,Wisconsin,55,99,19,0
2020-07-27,Racine,Wisconsin,55,101,2951,72
2020-07-27,Richland,Wisconsin,55,103,21,4
2020-07-27,Rock,Wisconsin,55,105,1430,25
2020-07-27,Rusk,Wisconsin,55,107,13,1
2020-07-27,Sauk,Wisconsin,55,111,293,3
2020-07-27,Sawyer,Wisconsin,55,113,25,0
2020-07-27,Shawano,Wisconsin,55,115,132,0
2020-07-27,Sheboygan,Wisconsin,55,117,483,5
2020-07-27,St. Croix,Wisconsin,55,109,398,2
2020-07-27,Taylor,Wisconsin,55,119,41,0
2020-07-27,Trempealeau,Wisconsin,55,121,262,1
2020-07-27,Vernon,Wisconsin,55,123,48,0
2020-07-27,Vilas,Wisconsin,55,125,22,0
2020-07-27,Walworth,Wisconsin,55,127,1067,21
2020-07-27,Washburn,Wisconsin,55,129,12,0
2020-07-27,Washington,Wisconsin,55,131,717,23
2020-07-27,Waukesha,Wisconsin,55,133,3092,43
2020-07-27,Waupaca,Wisconsin,55,135,330,14
2020-07-27,Waushara,Wisconsin,55,137,77,0
2020-07-27,Winnebago,Wisconsin,55,139,960,16
2020-07-27,Wood,Wisconsin,55,141,171,1
2020-07-27,Albany,Wyoming,56,1,77,0
2020-07-27,Big Horn,Wyoming,56,3,33,0
2020-07-27,Campbell,Wyoming,56,5,108,1
2020-07-27,Carbon,Wyoming,56,7,68,1
2020-07-27,Converse,Wyoming,56,9,30,0
2020-07-27,Crook,Wyoming,56,11,9,0
2020-07-27,Fremont,Wyoming,56,13,455,10
2020-07-27,Goshen,Wyoming,56,15,11,0
2020-07-27,Hot Springs,Wyoming,56,17,18,0
2020-07-27,Johnson,Wyoming,56,19,22,1
2020-07-27,Laramie,Wyoming,56,21,422,3
2020-07-27,Lincoln,Wyoming,56,23,89,0
2020-07-27,Natrona,Wyoming,56,25,200,1
2020-07-27,Niobrara,Wyoming,56,27,2,0
2020-07-27,Park,Wyoming,56,29,101,0
2020-07-27,Platte,Wyoming,56,31,5,0
2020-07-27,Sheridan,Wyoming,56,33,43,0
2020-07-27,Sublette,Wyoming,56,35,30,0
2020-07-27,Sweetwater,Wyoming,56,37,221,2
2020-07-27,Teton,Wyoming,56,39,292,1
2020-07-27,Uinta,Wyoming,56,41,235,0
2020-07-27,Washakie,Wyoming,56,43,44,5
2020-07-27,Weston,Wyoming,56,45,5,0
